,Position_two_wks,Track Name,Artist_two_wks,Streams_two_wks,URL_two_wks,Position_one_wk,Artist_one_wk,Streams_one_wk,URL_one_wk
193,,D.R.E.A.M. (feat. Ghostface Killah),,,,161,Miley Cyrus,4968610,https://open.spotify.com/track/42zePe03Iq8tvFcJAIKkp8
194,,Broke Leg (with Quavo & Tyga),,,,164,Tory Lanez,4936877,https://open.spotify.com/track/5CKtlUULFD5aPVX4PL02H6
195,,Love Thru The Computer (feat. Justin Bieber),,,,169,Gucci Mane,4886056,https://open.spotify.com/track/1VsqQEYObJsOPaeZwEXRPg
196,,La Boca,,,,174,Mau y Ricky,4844763,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3
197,,"Rocket Man (I Think It's Going To Be A Long, Long Time)",,,,181,Elton John,4708224,https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY
198,,Shotta Flow,,,,191,NLE Choppa,4577901,https://open.spotify.com/track/4dAMdQ6g4kGmnc1MDHsg77
199,,Nothing Breaks Like a Heart (feat. Miley Cyrus),,,,199,Mark Ronson,4445326,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
179,,The London (feat. J. Cole & Travis Scott),,,,6,Young Thug,22075360,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
180,,Cross Me (feat. Chance the Rapper & PnB Rock),,,,9,Ed Sheeran,19742322,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR
181,,Easier,,,,23,5 Seconds of Summer,13581944,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ
182,,Isis,,,,44,Joyner Lucas,10813990,https://open.spotify.com/track/36TO60sxDduIsO3xH8IcUh
183,,"Go Loko (feat. Tyga, Jon Z)",,,,51,YG,9983773,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
184,,Not Ok,,,,65,Kygo,8520151,https://open.spotify.com/track/6aoGtdWXBkYQ2O2wnyIz2x
185,,No Me Conoce - Remix,,,,115,Jhay Cortez,6025113,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
186,,Marlboro Rot,,,,149,Samra,5263807,https://open.spotify.com/track/4e6l3QGj4RZesjDLVqYk3H
187,,Vintage,,,,168,RIN,4947824,https://open.spotify.com/track/6xwI9R3ZHT9nWtSYvffYQm
188,,In My Feelings,,,,184,Drake,4618663,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
189,,Cuaderno,,,,185,Dalex,4613816,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
190,,Under Pressure - Remastered,,,,186,Queen,4581246,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
191,,Something Just Like This,,,,187,The Chainsmokers,4579556,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
192,,Homerun (Intro),,,,188,Paulo Londra,4572920,https://open.spotify.com/track/7kh95COsNZjnTmc6aF76n7
193,,Thinking out Loud,,,,191,Ed Sheeran,4533077,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
194,,I'm Yours,,,,192,Jason Mraz,4499897,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
195,,All of Me,,,,194,John Legend,4491817,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
196,,Punto G,,,,196,KAROL G,4461128,https://open.spotify.com/track/2E82gORVSA7UMEz5M1IP3b
197,,Africa,,,,198,TOTO,4433481,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
198,,FRIENDS,,,,199,Marshmello,4430014,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
199,,Todo Mundo Vai Sofrer - Ao Vivo,,,,200,Marília Mendonça,4420338,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo
169,,EARFQUAKE,,,,6,"Tyler, The Creator",22055401,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
170,,Nightmare,,,,18,Halsey,15621619,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc
171,,I THINK,,,,25,"Tyler, The Creator",13161008,https://open.spotify.com/track/4f8Mh5wuWHOsfXtzjrJB3t
172,,Arcade,,,,35,Duncan Laurence,12041745,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD
173,,RUNNING OUT OF TIME,,,,44,"Tyler, The Creator",10704742,https://open.spotify.com/track/5QvBXUm5MglLJ3iBfTX2Wo
174,,Wieder Lila,,,,47,Samra,10488632,https://open.spotify.com/track/2kkcJ8tSDV42LdWcPjy6We
175,,IGOR'S THEME,,,,51,"Tyler, The Creator",10282645,https://open.spotify.com/track/51RN0kzWd7xeR4th5HsEtW
176,,NEW MAGIC WAND,,,,54,"Tyler, The Creator",10108040,https://open.spotify.com/track/0fv2KH6hac06J86hBUTcSf
177,,A BOY IS A GUN*,,,,58,"Tyler, The Creator",9564983,https://open.spotify.com/track/1nXZnTALNXiPlvXotqHm66
178,,Just Us (feat. SZA),,,,62,DJ Khaled,9082593,https://open.spotify.com/track/0BnTBAGmr9FtYwkZrwKhwS
179,,WHAT'S GOOD,,,,64,"Tyler, The Creator",9062349,https://open.spotify.com/track/6bOkaEXc5CopinGazSLokx
180,,Rescue Me,,,,65,OneRepublic,9031796,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
181,,Soldi,,,,66,Mahmood,8993273,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
182,,Celebrate (feat. Travis Scott & Post Malone),,,,67,DJ Khaled,8661535,https://open.spotify.com/track/0b6UoVjUzFyZNpHI0aAhKt
183,,PUPPET,,,,69,"Tyler, The Creator",8447558,https://open.spotify.com/track/0wEC0GNF74lAqrEFZJMl1m
184,,11 PM,,,,72,Maluma,8073900,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
185,,"GONE, GONE / THANK YOU",,,,74,"Tyler, The Creator",7982613,https://open.spotify.com/track/1hz7SRTGUNAtIQ46qiNv2p
186,,Wish Wish (feat. Cardi B & 21 Savage),,,,94,DJ Khaled,7239134,https://open.spotify.com/track/1Hd2XLitkt1PYCWSbfF5qV
187,,Higher (feat. Nipsey Hussle & John Legend),,,,103,DJ Khaled,6818858,https://open.spotify.com/track/6O10oTtZIZ4DkkUqyfCbrR
188,,ARE WE STILL FRIENDS?,,,,110,"Tyler, The Creator",6525455,https://open.spotify.com/track/5TxRUOsGeWeRl3xOML59Ai
189,,I DON'T LOVE YOU ANYMORE,,,,115,"Tyler, The Creator",6446838,https://open.spotify.com/track/5A0M6B0RBSXSNWv0wcppZ9
190,,Doin' Time,,,,119,Lana Del Rey,6280029,https://open.spotify.com/track/0cLS7FslBJgsuWwJNRnPWB
191,,Bruises,,,,126,Lewis Capaldi,6118217,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
192,,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),,,,139,Paulo Londra,5746830,https://open.spotify.com/track/53rkN7z3bKorDSIxDvqXNt
193,,"Jealous (feat. Chris Brown, Lil Wayne & Big Sean)",,,,151,DJ Khaled,5381713,https://open.spotify.com/track/6Dq8FZrvx9S28iyaKSwn9x
194,,Love Me Less (feat. Quinn XCII),,,,157,MAX,5327769,https://open.spotify.com/track/2tOOcDDYkh0PSjr6GwPEAJ
195,,Unsainted,,,,168,Slipknot,5113002,https://open.spotify.com/track/2093eVNfimjmNjU1gk1ES7
196,,DEUTSCHLAND,,,,169,Rammstein,5086398,https://open.spotify.com/track/2bPGTMB5sFfFYQ2YvSmup0
197,,Letzte Träne,,,,170,Kontra K,5068278,https://open.spotify.com/track/64A5aseVdsvdNOjobGQclN
198,,GRoCERIES,,,,176,Chance the Rapper,5033602,https://open.spotify.com/track/0yFvWTLs3iIwDbc91noXGT
199,,Gib Gas,,,,191,Ufo361,4722309,https://open.spotify.com/track/7MqL7uh6zGd8x0B9srz3r0
178,,I Don't Care (with Justin Bieber),,,,1,Ed Sheeran,58370367,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
179,,If I Can't Have You,,,,4,Shawn Mendes,28103423,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
180,,Homicide (feat. Eminem),,,,8,Logic,20623015,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd
181,,Soltera - Remix,,,,15,Lunay,16475433,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
182,,Tough Love,,,,42,Avicii,10901893,https://open.spotify.com/track/4XZxalvnG4Yo8YZLuiT1kV
183,,lovely (with Khalid),,,,45,Billie Eilish,10644962,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
184,,Nautilus,,,,59,Shindy,8549960,https://open.spotify.com/track/7IkZpSOJKGXCGhqAvHs7FG
185,,Vermissen (feat. Henning May),,,,70,Juju,7867331,https://open.spotify.com/track/1SSzM044DUbVpYNNHWIhYJ
186,,"A Whole New World (End Title) - From ""Aladdin""",,,,82,ZAYN,7366237,https://open.spotify.com/track/1iWHabUgUuuKLBa0TzTHfk
187,,Stay (Don't Go Away) [feat. Raye],,,,124,David Guetta,5603130,https://open.spotify.com/track/4YhN72dRYL2Z3MsaKyT7rS
188,,Go Loko,,,,137,YG,5342105,https://open.spotify.com/track/3SZqA7rQvROJsCbUu2v0xa
189,,Icy (feat. Gucci Mane),,,,139,Logic,5327833,https://open.spotify.com/track/5sCwso3aURYAdieWEFI1nE
190,,"Let Me Go (with Alesso, Florida Georgia Line & watt)",,,,153,Hailee Steinfeld,5045087,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
191,,Meant to Be (feat. Florida Georgia Line),,,,160,Bebe Rexha,4850680,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
192,,All Day And Night - Jax Jones & Martin Solveig Present Europa,,,,162,Jax Jones,4834915,https://open.spotify.com/track/11o2y87vqODipLK98a1v34
193,,Punto G,,,,169,KAROL G,4642692,https://open.spotify.com/track/2E82gORVSA7UMEz5M1IP3b
194,,Falling Like The Stars,,,,174,James Arthur,4580634,https://open.spotify.com/track/15xWRPHQMeqgdkGzInx3PY
195,,Date La Vuelta,,,,178,Luis Fonsi,4548090,https://open.spotify.com/track/5lwVd35Zg6DJ4qibVMq99H
196,,COMMANDO (feat. G-Eazy),,,,183,Logic,4492703,https://open.spotify.com/track/2SDFznsHkeFXiPFwN0npVM
197,,Keanu Reeves,,,,187,Logic,4445415,https://open.spotify.com/track/1JIgaRnqtzS7DuGM3hVZU9
198,,Hold Me While You Wait,,,,193,Lewis Capaldi,4358522,https://open.spotify.com/track/6700Z4Izi8EbB6JNthU6Ma
199,,Créeme,,,,194,KAROL G,4350731,https://open.spotify.com/track/4EKZsrsCKyqr64FBHLc0DU
200,,Chlorine,,,,200,Twenty One Pilots,4314824,https://open.spotify.com/track/23OXdR7YuUBVWh5hSnYJau
178,,ME! (feat. Brendon Urie of Panic! At The Disco),,,,2,Taylor Swift,37826059,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh
179,,Power is Power (feat. The Weeknd & Travis Scott),,,,47,SZA,9734321,https://open.spotify.com/track/4cbdPT6uaBOgOQe3fLMofl
180,,Truth Hurts,,,,49,Lizzo,9099342,https://open.spotify.com/track/4HFpIAtiojlAuYNmITpYGn
181,,Vossi Bop,,,,64,Stormzy,8245515,https://open.spotify.com/track/44ZJ4hLD5onikKsVLQaILr
182,,Light It Up (with Tyga & Chris Brown),,,,66,Marshmello,8224969,https://open.spotify.com/track/4Q8aDd3H6LF8t4eY7So9O8
183,,Floating (feat. 21 Savage),,,,79,ScHoolboy Q,7299902,https://open.spotify.com/track/4NN6N5TxBO5k9uqu0W4gfQ
184,,Otro Trago,,,,90,Sech,6855804,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
185,,CHopstix (feat. Travis Scott),,,,99,ScHoolboy Q,6317461,https://open.spotify.com/track/2EGtBS7Ws3ajiSkJLviFJ4
186,,Drugs & The Internet,,,,104,Lauv,6157312,https://open.spotify.com/track/4SHhui9S7lFYGHXikfneGo
187,,Baila Baila Baila - Remix,,,,112,Ozuna,6080047,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt
188,,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),,,,118,Martin Garrix,5879721,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
189,,FANCY,,,,121,TWICE,5870284,https://open.spotify.com/track/2FXd6kKCtBIc6UfN1gH1pA
190,,Next,,,,138,Ufo361,5302420,https://open.spotify.com/track/1x4MJYA9mJRph3fygU51K4
191,,"Hey Look Ma, I Made It",,,,156,Panic! At The Disco,5026425,https://open.spotify.com/track/22oEJW6r2rMb9z4IntfyEa
192,,Suge,,,,157,DaBaby,4989466,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
193,,"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)",,,,159,DJ Snake,4931256,https://open.spotify.com/track/6mCqxnyOhr4tHMbRbQL4Yn
194,,Out Of Love,,,,160,Alessia Cara,4883956,https://open.spotify.com/track/4WzhjxvLP95y7AMDy0Atwb
195,,Hurts 2B Human (feat. Khalid),,,,164,P!nk,4809746,https://open.spotify.com/track/2BM7nF0pMIpLQOT04o691Z
196,,Get You The Moon (feat. Snøw),,,,168,Kina,4735246,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
197,,Juice,,,,173,Lizzo,4640109,https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl
198,,Do You Mean (feat. Ty Dolla $ign & bülow),,,,177,The Chainsmokers,4556760,https://open.spotify.com/track/5MvLsT03RBp67RLoeISCdl
199,,Numb Numb Juice,,,,180,ScHoolboy Q,4521288,https://open.spotify.com/track/6tByydPskASjm9jTPkNQq0
200,,Clout (feat. Cardi B),,,,185,Offset,4484454,https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd
201,,All of Me,,,,194,John Legend,4327550,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
189,,Power is Power,,,,31,SZA,12087846,https://open.spotify.com/track/35RDmXJ59YYGNlv1KfTGsP
190,,Earth,,,,45,Lil Dicky,10250950,https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO
191,,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",,,,55,Kygo,8972171,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny
192,,Before I Let Go - Homecoming Live Bonus Track,,,,120,Beyoncé,5781876,https://open.spotify.com/track/3FUXVbi9ugVUqJ3rPrfd2G
193,,Pop Out (feat. Lil Tjay),,,,142,Polo G,5110661,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi
194,,Con Calma - Remix,,,,143,Daddy Yankee,5096008,https://open.spotify.com/track/4au7FRcgZzChASRYu279xH
195,,What I Like About You (feat. Theresa Rex),,,,151,Jonas Blue,4936152,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ
196,,I Don't Belong In This Club,,,,165,Why Don't We,4625685,https://open.spotify.com/track/45ZGEdLxCZvdMX9jWlsAAx
197,,I'm Yours,,,,178,Jason Mraz,4472956,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
198,,Wonderwall - Remastered,,,,180,Oasis,4439245,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
199,,Meant to Be (feat. Florida Georgia Line),,,,189,Bebe Rexha,4319168,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
200,,Rebota,,,,191,Guaynaa,4313702,https://open.spotify.com/track/2YRvdf9cdS88y1wB1WhKoE
201,,Rise,,,,197,Jonas Blue,4244414,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
178,,Boy With Luv (feat. Halsey),,,,3,BTS,31340590,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
179,,Mikrokosmos,,,,33,BTS,12651474,https://open.spotify.com/track/5hnbE5BF2e8BCk9OMR1UVC
180,,Make It Right,,,,34,BTS,12389441,https://open.spotify.com/track/6KUE0HSSudAp9AOycaF6SH
181,,HOME,,,,37,BTS,11938652,https://open.spotify.com/track/7lthOBXNue2IvedLRfkod8
182,,Sanguine Paradise,,,,46,Lil Uzi Vert,10795935,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
183,,Dionysus,,,,49,BTS,10602014,https://open.spotify.com/track/6JdS5rJvJaRA7B1tcm7kxZ
184,,Jamais Vu,,,,51,BTS,10441199,https://open.spotify.com/track/0eeeyCAGnGZInPtpkdYiPa
185,,Intro : Persona,,,,71,BTS,8745353,https://open.spotify.com/track/2isSdmQfVv32j2haL6hk9x
186,,Rolex,,,,88,Capital Bra,7557272,https://open.spotify.com/track/38lQ7lYhN3eSWepnZHaiBF
187,,Sixteen,,,,94,Ellie Goulding,7101558,https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd
188,,CHopstix (with Travis Scott),,,,105,ScHoolboy Q,6728297,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g
189,,3 Nights,,,,136,Dominic Fike,5684396,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
190,,"No New Friends (feat. Sia, Diplo, and Labrinth)",,,,146,Sia,5290582,https://open.spotify.com/track/6Dma0t0hOe6Bd6u5YRKF3n
191,,That's a Rack,,,,154,Lil Uzi Vert,5066936,https://open.spotify.com/track/4pCEIQ6wBVuaJdER5bALtO
192,,Piece Of Your Heart,,,,175,MEDUZA,4728104,https://open.spotify.com/track/5p1ex0pXv6jSPJ6QbumQpD
193,,Que Mas Pues - Remix,,,,179,Sech,4683996,https://open.spotify.com/track/1k1CJlU1eAEpAbNK0TVeKD
194,,Something Just Like This,,,,181,The Chainsmokers,4650863,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
195,,Wake Me Up,,,,184,Avicii,4617663,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD
196,,Swing,,,,185,Danny Ocean,4607073,https://open.spotify.com/track/4DbhxwlkhTbCTqlZptxmI6
197,,XO Tour Llif3,,,,192,Lil Uzi Vert,4536990,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
198,,Que Le De,,,,196,Rauw Alejandro,4465013,https://open.spotify.com/track/08aYFNUTIOMGq93e2VSArQ
199,,Te Boté - Remix,,,,197,Nio Garcia,4434665,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
200,,Nights Like This (feat. Ty Dolla $ign),,,,198,Kehlani,4434371,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy
201,,Africa,,,,199,TOTO,4430309,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
202,,Thinking out Loud,,,,200,Ed Sheeran,4419059,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
175,,Old Town Road (feat. Billy Ray Cyrus) - Remix,,,,2,Lil Nas X,33777904,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
176,,Kill This Love,,,,5,BLACKPINK,25341137,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
177,,Talk (feat. Disclosure),,,,13,Khalid,17951409,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
178,,Outta My Head (with John Mayer),,,,17,Khalid,15957258,https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP
179,,Cool,,,,58,Jonas Brothers,9597307,https://open.spotify.com/track/3QmolSZqjjLksTUvZJ6pPS
180,,Don't Pretend (feat. SAFE),,,,60,Khalid,9519434,https://open.spotify.com/track/1E6DEDWDKHoOW0fcFuDghV
181,,Paradise,,,,83,Bazzi,7669667,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
182,,Paradise,,,,150,Khalid,5327027,https://open.spotify.com/track/6fOOKqQWcSy33ApU1wqkkW
183,,Tal Vez,,,,84,Paulo Londra,7662780,https://open.spotify.com/track/46lvmzK8wxAy66tjzXXSh0
184,,Bad Luck,,,,93,Khalid,7273393,https://open.spotify.com/track/2vsuel3g4zaLYSOY0mOMbi
185,,Don't Know What To Do,,,,100,BLACKPINK,6862431,https://open.spotify.com/track/1TaQciB8qqRZ9fxWGhS65X
186,,Harami,,,,102,Samra,6683836,https://open.spotify.com/track/5xIODxqlpUnRVA9ewZUCug
187,,Right Back,,,,106,Khalid,6578507,https://open.spotify.com/track/5A1w94uzc1kO1Zhe8WWxC3
188,,Free Spirit,,,,121,Khalid,6143395,https://open.spotify.com/track/2kAIpGWnlFLQh48iut6Zzq
189,,Hundred,,,,139,Khalid,5674743,https://open.spotify.com/track/0HEckRWFSknIupbGzavk5d
190,,Intro,,,,141,Khalid,5650733,https://open.spotify.com/track/5BfMJ6iytQnu1r7iiCYSXe
191,,SOS,,,,157,Avicii,5128625,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
192,,Twenty One,,,,160,Khalid,5104242,https://open.spotify.com/track/1NgCWYuBLfqBDA3b8MgSVU
193,,Deux frères,,,,162,PNL,5076867,https://open.spotify.com/track/6hzi3AGB39FjxFqcjgbWs7
194,,Insomnia,,,,164,Daya,5014360,https://open.spotify.com/track/7hzlzoOwCZ4D3Ow5YZK4kj
195,,Kick It,,,,179,BLACKPINK,4745140,https://open.spotify.com/track/5R0cvR5BMFkLomChhmcCzr
196,,cOcO MAmA,,,,182,Dardan,4739363,https://open.spotify.com/track/0oOPa0AlLnjCO6eci0HIdH
197,,Autre monde,,,,185,PNL,4721485,https://open.spotify.com/track/2aG2nLUd8NNI7vFuOLBCe0
198,,Ela É do Tipo,,,,191,MC Kevin o Chris,4647110,https://open.spotify.com/track/2x8TNY9KwNvD19gVGs4WOP
199,,Blanka,,,,193,PNL,4580773,https://open.spotify.com/track/295SxdR1DqunCNwd0U767w
200,,Chang,,,,196,PNL,4562549,https://open.spotify.com/track/5n9NAd0Y5OUeOGU0nVtLua
201,,Young Dumb & Broke,,,,198,Khalid,4529277,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
182,,Takeaway,,,,44,The Chainsmokers,9000571,https://open.spotify.com/track/63VyEdzMM3w4ZQ1WtARa2S
183,,Yellow Hearts,,,,49,Ant Saunders,8879641,https://open.spotify.com/track/20JtELGPfOAMq7FpUt8eSM
184,,Woah,,,,56,Lil Baby,8003940,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
185,,blun7 a swishland,,,,63,tha Supreme,7426611,https://open.spotify.com/track/0oR0Wr9N52K1vbAOuGvMJz
186,,Tusa,,,,67,KAROL G,7210300,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
187,,Candy,,,,90,Doja Cat,6373833,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be
188,,everything i wanted,,,,102,Billie Eilish,6039402,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
189,,GIANTS,,,,132,True Damage,5316124,https://open.spotify.com/track/5C0ivQMxes2lWuOANhvVAm
190,,Push My Luck,,,,135,The Chainsmokers,5256517,https://open.spotify.com/track/2a3dopgTF1q4rMVDJ1rwBU
191,,If The World Was Ending (feat. Julia Michaels),,,,156,JP Saxe,4810030,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
192,,Last Christmas,,,,162,Wham!,4795477,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
193,,Hasta Que Salga el Sol,,,,182,Ozuna,4580982,https://open.spotify.com/track/6ofuqm2qLMi9lBFEF9mJMb
194,,Turn Me On (feat. Vula),,,,184,Riton,4569957,https://open.spotify.com/track/0qaWEvPkts34WF68r8Dzx9
195,,Pa' Olvidarme De Ella,,,,190,Piso 21,4510125,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh
196,,Can We Kiss Forever?,,,,192,Kina,4508738,https://open.spotify.com/track/1Av69kr9JitqPWo7WJLS5q
197,,Juicy,,,,194,Doja Cat,4491291,https://open.spotify.com/track/7f5trao56t7sB7f14QDTmp
198,,ME! (feat. Brendon Urie of Panic! At The Disco),,,,195,Taylor Swift,4469545,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45
199,,Wonderwall - Remastered,,,,199,Oasis,4422228,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
183,,Don't Start Now,,,,5,Dua Lipa,27510048,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
184,,Hot (Remix) [feat. Gunna and Travis Scott],,,,33,Young Thug,11338485,https://open.spotify.com/track/56AMYGJzxBO6p8v0wEe9de
185,,Bad To You (with Normani & Nicki Minaj),,,,37,Ariana Grande,10653590,https://open.spotify.com/track/7vJS1DPc3FzBtqBs8n3mW5
186,,Whine Up,,,,52,Nicky Jam,8521509,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
187,,Immortal,,,,62,21 Savage,7793151,https://open.spotify.com/track/4IO8X9W69dIQe0EC5ALXhq
188,,KARMA,,,,89,Nimo,6540026,https://open.spotify.com/track/6oX9RuILbVIglevEhbg8iM
189,,Used To Love (with Dean Lewis),,,,105,Martin Garrix,6117970,https://open.spotify.com/track/7pWK1kMgHy5lNNiIfuRbkP
190,,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),,,,127,Marracash,5668196,https://open.spotify.com/track/020wG4EHTwBy5h2rbpxqvK
191,,All I Want for Christmas Is You,,,,157,Mariah Carey,5005576,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
192,,Somebody,,,,161,Internet Money,4916477,https://open.spotify.com/track/735RSTb2xbtWbDtKD9XDYi
193,,Hot Shower,,,,163,Chance the Rapper,4856566,https://open.spotify.com/track/00ko9WaS4jOX1kEk3gvHjf
194,,Bellaquita,,,,166,Dalex,4838576,https://open.spotify.com/track/1tpbAGsGpZee5jDHMcLrUJ
195,,Love Me More,,,,168,Trippie Redd,4824038,https://open.spotify.com/track/2NSWi83peog6gHerzlMCqU
196,,In My Room,,,,184,Frank Ocean,4627576,https://open.spotify.com/track/4S4Mfvv03M1cHgIOJcbUCL
197,,Atrévete,,,,191,Nicky Jam,4580309,https://open.spotify.com/track/26Qhn2T88XqVinXQpmSarj
198,,Photograph,,,,195,Ed Sheeran,4543730,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
199,,Murder On My Mind,,,,199,YNW Melly,4490995,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
175,,Follow God,,,,4,Kanye West,31273064,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h
176,,Look At Her Now,,,,9,Selena Gomez,21790923,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m
177,,Closed On Sunday,,,,12,Kanye West,17782756,https://open.spotify.com/track/3JWiDGQX2eTlFvKj3Yssj3
178,,On God,,,,14,Kanye West,17704688,https://open.spotify.com/track/2SasoXZyv82yYgHiVOvxQn
179,,Selah,,,,16,Kanye West,17475888,https://open.spotify.com/track/39JRmdKFka1Oe09FoOCPI4
180,,Everything We Need,,,,23,Kanye West,16438027,https://open.spotify.com/track/24bnCCysWnbNRNUT4LpHcP
181,,Use This Gospel,,,,25,Kanye West,14843190,https://open.spotify.com/track/0oPOuDmmkVp3h6puekhs6P
182,,Every Hour,,,,31,Kanye West,12900186,https://open.spotify.com/track/1WnqWQcWcuQbVzgE7ecfCY
183,,God Is,,,,34,Kanye West,12735722,https://open.spotify.com/track/6xRWoYwfwIKnT8bQGzKbxR
184,,Water,,,,35,Kanye West,12604488,https://open.spotify.com/track/454Epa1vrCGFddHXKyC1kb
185,,Good as Hell (feat. Ariana Grande) - Remix,,,,36,Lizzo,12495965,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
186,,Hands On,,,,43,Kanye West,11183853,https://open.spotify.com/track/7r6aR2f57resC5r93LwMfK
